0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.543423502601291730e+01,1.494241030571597761e+01,1.476525095853680192e+01,1.472643635023353248e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.236542929208302333e+01,-4.976802785140414277e-03,-1.546872880450842445e-02,1.183656457485277452e-01
1.000000000000000021e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,-6.129422806522911212e-04,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.312196719352067886e-02,-3.130090005058749208e-02,2.540413852917127180e-01,1.444086384238652698e+01,1.524020571369267074e+01,1.454151191581522440e+01,1.434734190231148609e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.209723336203775368e+01,-2.060771536618452929e-02,2.306261496473263096e-03,-1.336216842698635943e-01
2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.999993870577194244e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.340298181311869390e-03,9.999991743585581183e-01,-1.156097405153317363e-04,-1.565043710363361949e-04,1.270205877723085347e-03,-1.188747837930613366e-01,-2.666398737933819985e-02,-3.274749203798682506e-02,1.479868441069092277e+01,1.499399145848315484e+01,1.574629072601735658e+01,1.579841698510827008e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.266883876522914143e+01,1.858687610322798389e-02,2.186531450391296025e-02,-5.424127803767863493e-02
2.999999999999999889e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.999960467595380820e+00,-3.129233639842848635e-05,2.305426163401810705e-05,-1.561216488788339483e-03,9.999990938262166562e-01,-7.097880581454855389e-04,-2.905980469399624270e-04,1.106390723591762527e-03,-3.251997642039652914e-02,1.760012098448617002e-02,-1.491814077735053035e-01,1.547765545706211654e+01,1.438873767866972031e+01,1.464366119016358248e+01,1.534598862841884603e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.236289413915308621e+01,2.211557830786124723e-02,-1.927949902914635749e-02,8.640634089204984880e-02
4.000000000000000083e-02,-3.129233639842848911e-07,2.305426163401810694e-07,9.999944855430493718e+00,-8.809284835355565444e-05,1.613533880960881287e-04,-2.194260177093880753e-03,9.999995339723062315e-01,-8.722681392646222318e-04,-2.033067966388260811e-04,3.603745412475806652e-04,7.022440374006962138e-02,-2.138724520773276072e-02,3.627098428399364027e-02,1.432854707504865033e+01,1.572943135543038728e+01,1.487969922695147673e+01,1.550303689471570934e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.248361871424149960e+01,-5.216881209771706551e-03,1.271026226245145115e-02,-4.484120464931536931e-01
5.000000000000000278e-02,-1.193851847519841527e-06,1.844076497301062434e-06,9.999922912828722588e+00,-1.281731441580388395e-04,3.330341305362857296e-04,-1.875573943885093737e-03,9.999996693425111660e-01,-5.211445741166404822e-04,-3.099582213096813447e-04,5.418939952930234508e-04,4.598602602118780081e-02,4.344831434473159226e-03,-9.261210376311821424e-01,1.534945162859833978e+01,1.441127774231314973e+01,1.552049258911643648e+01,1.504296787438192062e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.245959050391974010e+01,1.459755963085956898e-02,3.930764164805860585e-03,3.147062636259378987e-01
5.999999999999999778e-02,-2.475583289100229736e-06,5.174417802663919620e-06,9.999904157089284595e+00,-1.891226311484363396e-04,4.353845462221657284e-04,-1.746236590982785898e-03,9.999915574264699458e-01,-2.897878834805759241e-04,-2.905195658675289289e-04,-4.088605770630894531e-03,1.138002459260197552e-01,1.208267556609582231e-02,-2.506862602907181659e-01,1.513671385063157260e+01,1.505349588598861565e+01,1.550910050270775997e+01,1.475418412472853902e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.248628767679494622e+01,-6.901207831974129694e-03,8.580871771646547339e-03,1.865813741520103708e-01
7.000000000000000666e-02,-4.366809600584592861e-06,9.528263264885576802e-06,9.999886694723373992e+00,-2.460863052841815216e-04,4.926712945852349760e-04,-1.406383935874480108e-03,9.999856658439038037e-01,2.798194294987914571e-04,-2.327961280144565234e-04,-5.341873620196232499e-03,8.173361546294001523e-02,2.930131491567721652e-02,1.497543916321398827e-01,1.462023866620098644e+01,1.505819112913792601e+01,1.532437286517898301e+01,1.533698414307803937e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.246278920385937816e+01,6.448718140548283934e-03,1.624283677860716493e-02,-9.931167249425573718e-02
8.000000000000000167e-02,-6.827672653426408755e-06,1.445497621073792704e-05,9.999872630884015123e+00,-2.921259774644898409e-04,4.379293476085839402e-04,-1.251782351508978720e-03,9.999892108794713463e-01,6.890896991848356138e-04,-8.868419442982867563e-05,-4.592974542942922928e-03,1.116997869118727393e-01,6.223070831602243308e-02,-6.340688382893186481e-02,1.476640205711342624e+01,1.440834160593666446e+01,1.451861112773232954e+01,1.441487935657641373e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.200188987172461275e+01,1.611849556242266491e-04,-5.740933842452953899e-03,1.030702560560056297e-01
8.999999999999999667e-02,-9.748932428071306893e-06,1.883426968682376556e-05,9.999860113060499600e+00,-3.095075109772738291e-04,3.076031640362237750e-04,-4.730902359334088030e-03,9.999871428660949135e-01,1.249039526233716290e-03,2.201192277933720128e-04,-4.909740348697982058e-03,1.124434624522797771e-01,5.057802819036114061e-02,1.577652686553584760e-01,1.549411195054005042e+01,1.543325265503140820e+01,1.526472450252920332e+01,1.520201952941068591e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.268056198018850367e+01,-5.328828306753373434e-03,-5.316838603719504890e-03,2.807292573915094736e-02
